Phylum	Scientific_name_arterdk	BOLD_barcode
Mollusca	Eubranchus pallidus	x
Mollusca	Eubranchus rupium	x
Mollusca	Eubranchus tricolor	x
Mollusca	Eubranchus vittatus	x
Mollusca	Facelina auriculata	x
Mollusca	Facelina bostoniensis	x
Mollusca	Facelina dubia	-
Mollusca	Favorinus blianus	x
Mollusca	Favorinus branchialis	x
Mollusca	Carronella pellucida	x
Mollusca	Edmundsella pedata	x
Mollusca	Ancula gibbosa	x
Mollusca	Goniodoris castanea	x
Mollusca	Goniodoris nodosa	x
Mollusca	Okenia aspersa	x
Mollusca	Hero formosa	x
Mollusca	Janolus cristatus	x
Mollusca	Acanthodoris pilosa	x
Mollusca	Adalaria proxima	x
Mollusca	Onchidoris bilamellata	x
Mollusca	Onchidoris muricata	x
Mollusca	Paracoryphella parva	-
Mollusca	Limacia clavigera	x
Mollusca	Palio dubia	x
Mollusca	Palio nothus	x
Mollusca	Polycera quadrilineata	x
Mollusca	Tergipes tergipes	x
Mollusca	Catriona aurantia	x
Mollusca	Diaphoreolis viridis	x
Mollusca	Rubramoena amoena	x
Mollusca	Tenellia adspersa	x
Mollusca	Trinchesia caerulea	x
Mollusca	Trinchesia foliata	x
Mollusca	Zelentia pustulata	x
Mollusca	Tritonia hombergii	x
Mollusca	Tritonia plebeia	x
Mollusca	Berthella sideralis	-
Mollusca	Clione limacina	x
Mollusca	Limacina retroversa	x
Mollusca	Pneumodermopsis paucidens	-
Mollusca	Calliostoma gemmulatum	-
Mollusca	Calliostoma zizyphinum	x
Mollusca	Margarites helicinus	x
Mollusca	Skenea basistriata	-
Mollusca	Clelandella miliaris	-
Mollusca	Gibbula tumida	x
Mollusca	Steromphala cineraria	x
Mollusca	Bittium reticulatum	x
Mollusca	Cerithiopsis barleei	-
Mollusca	Epitonium clathratulum	-
Mollusca	Epitonium clathrus	x
Mollusca	Epitonium trevelyanum	x
Mollusca	Epitonium turtonis	-
Mollusca	Hedylopsis spiculifera	-
Mollusca	Iothia fulva	x
Mollusca	Lepeta caeca	-
Mollusca	Alderia modesta	-
Mollusca	Calliopaea bellula	-
Mollusca	Calliopaea oophaga	-
Mollusca	Ercolania nigra	-
Mollusca	Limapontia capitata	-
Mollusca	Limapontia depressa	-
Mollusca	Placida dendritica	x
Mollusca	Tectura virginea	x
Mollusca	Testudinalia testudinalis	-
Mollusca	Ebala nitidissima	-
Mollusca	Cerithiella metula	-
Mollusca	Omalogyra atomus	-
Mollusca	Patella pellucida	x
Mollusca	Patella vulgata	x
Mollusca	Elysia viridis	x
Mollusca	Brachystomia carrozzai	-
Mollusca	Brachystomia eulimoides	-
Mollusca	Brachystomia scalaris	-
Mollusca	Eulimella scillae	-
Mollusca	Liostomia afzelii	-
Mollusca	Liostomia clavula	-
Mollusca	Megastomia conoidea	-
Mollusca	Odostomia acuta	-
Mollusca	Odostomia plicata	x
Mollusca	Odostomia turrita	-
Mollusca	Odostomia unidentata	-
Mollusca	Ondina diaphana	-
Mollusca	Ondina divisa	-
Mollusca	Ondina obliqua	-
Mollusca	Parthenina decussata	-
Mollusca	Parthenina indistincta	-
Mollusca	Parthenina interstincta	-
Mollusca	Pyrgiscus crenatus	-
Mollusca	Spiralinella spiralis	-
Mollusca	Turbonilla acuta	-
Mollusca	Turbonilla lactea	-
Mollusca	Tjaernoeia exquisita	-
Mollusca	Marshallora adversa	-
Mollusca	Turritella communis	x
Mollusca	Callochiton septemvalvis	-
Mollusca	Stenosemus albus	x
Mollusca	Boreochiton ruber	x
Mollusca	Lepidochitona cinerea	x
Mollusca	Tonicella marmorea	x
Mollusca	Hanleya hanleyi	-
Mollusca	Leptochiton asellus	x
Mollusca	Antalis agilis	-
Mollusca	Antalis entalis	x
Mollusca	Cadulus subfusiformis	-
Mollusca	Neomenia carinata	-
Nematoda	Cervonema macramphis	-
Nematoda	Choanolaimus psammophilus	-
Nematoda	Diplopeltoides sundensis	-
Nematoda	Cosmocephalus obvelatus	-
Nematoda	Paracuaria adunca	-
Nematoda	Anguillicoloides crassus	x
Nematoda	Contracaecum osculatum	-
Nematoda	Contracaecum rudolphii	-
Nematoda	Pseudoterranova decipiens	-
Nematoda	Camallanus truncatus	-
Nematoda	Cucullanus heterochrous	-
Nematoda	Cucullanus sphaerocephalus	-
Nematoda	Cucullanus truttae	-
Nematoda	Dichelyne minutus	-
Nematoda	Ascarophis arctica	-
Nematoda	Ascarophis morrhuae	-
Nematoda	Spinitectus inermis	-
Nematoda	Spinitectus oviflagellis	-
Nematoda	Daniconema anguillae	-
Nematoda	Philometra ovata	-
Nematoda	Philometra rischta	-
Nematoda	Paraquimperia tenerrima	-
Nematoda	Hysterothylacium aduncum	-
Nematoda	Raphidascaris acus	-
Nematoda	Eustrongylides mergorum	-
Nematoda	Capillaria gracilis	-
Nematoda	Capillaria wickinsi	-
Nemertea	Amphiporus bioculatus	-
Nemertea	Amphiporus lactifloreus	-
Nemertea	Carcinonemertes carcinophila	-
Nemertea	Nipponnemertes pulcher	-
Nemertea	Emplectonema gracile	-
Nemertea	Nemertopsis flavida	-
Nemertea	Nemertopsis tenuis	-
Nemertea	Malacobdella grossa	-
Nemertea	Oerstedia dorsalis	x
Nemertea	Oerstedia similiformis	-
Nemertea	Cyanophthalma cordiceps	-
Nemertea	Cyanophthalma obscura	-
Nemertea	Tetrastemma melanocephalum	-
Nemertea	Tetrastemma robertianae	-
Nemertea	Tetrastemma vermiculus	-
Nemertea	Callinera buergeri	-
Nemertea	Carinina coei	-
Nemertea	Carinina remanei	-
Nemertea	Protubulanus theeli	-
Nemertea	Tubulanus annulatus	x
Nemertea	Tubulanus linearis	x
Nemertea	Tubulanus superbus	x
Nemertea	Cerebratulus marginatus	-
Nemertea	Lineus albocinctus	-
Nemertea	Lineus ruber	x
Nemertea	Micrura fasciolata	x
Nemertea	Micrura purpurea	-
Nemertea	Siphonenteron bilineatum	x
Nemertea	Hubrechtella dubia	x
Phoronida	Phoronis hippocrepia	-
Phoronida	Phoronis muelleri	-
Platyhelminthes	Alcataenia micracantha	-
Platyhelminthes	Anomotaenia microrhyncha	-
Platyhelminthes	Dicranotaenia cirrosa	-
Platyhelminthes	Diphyllobothrium latum	-
Platyhelminthes	Schistocephalus solidus	-
Platyhelminthes	Entobdella hippoglossi	-
Platyhelminthes	Pseudodactylogyrus anguillae	-
Platyhelminthes	Pseudodactylogyrus bini	-
Platyhelminthes	Udonella caligorum	-
Platyhelminthes	Axine belones	-
Platyhelminthes	Diplozoon paradoxum	-
Platyhelminthes	Aporocotyle simplex	-
Platyhelminthes	Aporocotyle spinosicanalis	-
Platyhelminthes	Diplostomum baeri	x
Platyhelminthes	Diplostomum gasterostei	-
Platyhelminthes	Diplostomum pseudospathaceum	x
Platyhelminthes	Diplostomum spathaceum	x
Platyhelminthes	Posthodiplostomum brevicaudatum	-
Platyhelminthes	Posthodiplostomum cuticola	-
Platyhelminthes	Tylodelphys clavata	x
Platyhelminthes	Tylodelphys podicipina	-
Platyhelminthes	Leucochloridium perturbatum	-
Platyhelminthes	Trichobilharzia ocellata	-
Platyhelminthes	Apatemon gracilis	-
Platyhelminthes	Ichthyocotylurus variegatus	-
Platyhelminthes	Neophasis anarrhichae	-
Platyhelminthes	Neophasis oculata	-
Platyhelminthes	Stephanostomum pristis	-
Platyhelminthes	Accacladium serpentulus	-
Platyhelminthes	Accacladocoelium alveolatum	-
Platyhelminthes	Accacladocoelium macrocotyle	-
Platyhelminthes	Accacladocoelium nigroflavum	-
Platyhelminthes	Accacladocoelium petasiporum	-
Platyhelminthes	Accacoelium contortum	-
Platyhelminthes	Odhnerium calyptocotyle	-
Platyhelminthes	Rhynchopharynx paradoxa	-
Platyhelminthes	Bunodera luciopercae	-
Platyhelminthes	Crepidostomum farionis	-
Platyhelminthes	Crepidostomum metoecus	-
Platyhelminthes	Azygia lucii	-
Platyhelminthes	Bucephalus polymorphus	-
Platyhelminthes	Prosorhynchoides gracilescens	-
Platyhelminthes	Prosorhynchus squamatus	-
Platyhelminthes	Rhipidocotyle galeata	-
Platyhelminthes	Rhipidocotyle illense	-
Platyhelminthes	Rhipidocotyle minima	-
Platyhelminthes	Aphalloides coelomicola	-
Platyhelminthes	Timoniella imbutiforme	-
Platyhelminthes	Derogenes varicus	-
Platyhelminthes	Magnibursatus caudofilamentosa	-
Platyhelminthes	Deropristis inflata	-
Platyhelminthes	Halvorsenius exilis	-
Platyhelminthes	Mesorchis denticulatus	-
Platyhelminthes	Fellodistomum agnotum	-
Platyhelminthes	Fellodistomum fellis	-
Platyhelminthes	Monascus filiformis	-
Platyhelminthes	Proctoeces maculatus	-
Platyhelminthes	Steringophorus furciger	-
Platyhelminthes	Steringophorus thulini	-
Platyhelminthes	Steringotrema ovacutum	-
Platyhelminthes	Steringotrema pagelli	-
Platyhelminthes	Tergestia laticollis	-
Platyhelminthes	Phyllodistomum folium	-
Platyhelminthes	Brachyphallus crenatus	-
Platyhelminthes	Bunocotyle cingulata	-
Platyhelminthes	Ectenurus lepidus	-
Platyhelminthes	Hemiurus appendiculatus	-
Platyhelminthes	Hemiurus communis	-
Platyhelminthes	Hemiurus luehei	-
Platyhelminthes	Lecithochirium rufoviride	-
Platyhelminthes	Lecithocladium excisum	-
Platyhelminthes	Galactosomum lacteum	-
Platyhelminthes	Pygidiopsis ardeae	-
Platyhelminthes	Pygidiopsis summa	-
Platyhelminthes	Lecithaster gibbosus	-
Platyhelminthes	Lecithophyllum botryophorum	-
Platyhelminthes	Lepidapedon elongatum	-
Platyhelminthes	Lepidapedon rachion	-
Platyhelminthes	Opechona bacillaris	-
Platyhelminthes	Asymphylodora demeli	-
Platyhelminthes	Asymphylodora tincae	-
Platyhelminthes	Cercaria misenensis	-
Platyhelminthes	Microphallus similis	-
Platyhelminthes	Ancylocoelium typicum	-
Platyhelminthes	Paratimonia gobii	-
Platyhelminthes	Anisorchis opisthorchis	-
Platyhelminthes	Anomalotrema koiae	-
Platyhelminthes	Helicometra pulchella	-
Platyhelminthes	Macvicaria soleae	-
Platyhelminthes	Nicolla gallica	-
Platyhelminthes	Peracreadium idoneum	-
Platyhelminthes	Podocotyle atomon	-
Platyhelminthes	Podocotyle reflexa	-
Platyhelminthes	Cryptocotyle concava	-
Platyhelminthes	Cryptocotyle jejuna	-
Platyhelminthes	Cryptocotyle lingua	x
Platyhelminthes	Pseudamphistomum truncatum	-
Platyhelminthes	Lepidophyllum steenstrupi	-
Platyhelminthes	Proctophantastes abyssorum	-
Platyhelminthes	Pseudozoogonoides subaequiporus	-
Platyhelminthes	Zoogonoides viviparus	-
Platyhelminthes	Zoogonus rubellus	-
Platyhelminthes	Alaurina alba	-
Platyhelminthes	Alaurina composita	-
Platyhelminthes	Fecampia xanthocephala	-
Platyhelminthes	Kronborgia amphipodicola	-
Platyhelminthes	Prostheceraeus vittatus	-
Platyhelminthes	Pleioplana atomata	-
Platyhelminthes	Cryptocelides loveni	-
Platyhelminthes	Acrorhynchides caledonicus	-
Platyhelminthes	Gyratrix hermaphroditus	-
Platyhelminthes	Macrorhynchus crocea	-
Platyhelminthes	Phonorhynchus helgolandicus	-
Platyhelminthes	Polycystis naegelii	-
Platyhelminthes	Promesostoma marmoratum	-
Platyhelminthes	Astrotorhynchus bifidus	-
Platyhelminthes	Proxenetes flabellifer	-
Porifera	Clathrina coriacea	-
Porifera	Leucosolenia botryoides	-
Porifera	Leucosolenia complicata	-
Porifera	Sycon ciliatum	-
Porifera	Sycon quadrangulatum	-
Porifera	Axinella rugosa	x
Porifera	Phakellia ventilabrum	x
Porifera	Halisarca dujardinii	-
Porifera	Cliona celata	x
Porifera	Cliona lobata	-
Porifera	Pione vastifica	-
Porifera	Dysidea fragilis	-
Porifera	Chalinula limbata	-
Porifera	Haliclona oculata	x
Porifera	Haliclona rosea	-
Porifera	Haliclona urceolus	-
Porifera	Iophon piceum	-
Porifera	Forcepia forcipis	-
Porifera	Lissodendoryx fragilis	-
Porifera	Crella pyrula	-
Porifera	Amphilectus fucorum	-
Porifera	Amphilectus ovulum	-
Porifera	Hymedesmia coriacea	-
Porifera	Isodictya palmata	-
Porifera	Antho dichotoma	-
Porifera	Mycale lingua	-
Porifera	Myxilla fibrosa	-
Porifera	Myxilla incrustans	x
Porifera	Polymastia boletiformis	-
Porifera	Polymastia mamillaris	-
Porifera	Halichondria bowerbanki	-
Porifera	Halichondria panicea	x
Porifera	Vosmaeria crustacea	-
Porifera	Stylocordyla borealis	-
Porifera	Pseudosuberites sulphureus	-
Porifera	Suberites ficus	-
Porifera	Suberites montalbidus	-
Porifera	Suberites virgultosus	-
Porifera	Thenea muricata	-
Priapulida	Halicryptus spinulosus	x
Priapulida	Priapulus caudatus	x
Rotifera	Philodina roseola	-
Rotifera	Hexarthra fennica	x
Rotifera	Testudinella clypeata	-
Rotifera	Testudinella elliptica	-
Rotifera	Testudinella patina	x
Rotifera	Anuraeopsis fissa	-
Rotifera	Brachionus plicatilis	x
Rotifera	Notholca bipalium	-
Rotifera	Notholca foliacea	-
Rotifera	Notholca marina	-
Rotifera	Notholca salina	-
Rotifera	Notholca squamula	-
Rotifera	Platyias quadricornis	x
Rotifera	Aspelta clydona	-
Rotifera	Encentrum astridae	-
Rotifera	Encentrum graingeri	-
Rotifera	Encentrum limicola	-
Rotifera	Encentrum marinum	-
Rotifera	Encentrum porsildi	-
Rotifera	Paradicranophorus hudsoni	-
Rotifera	Euchlanis deflexa	x
Rotifera	Ascomorpha ecaudis	-
Rotifera	Colurella adriatica	-
Rotifera	Colurella colurus	-
Rotifera	Colurella dicentra	-
Rotifera	Colurella uncinata	-
Rotifera	Colurella unicauda	-
Rotifera	Lepadella acuminata	-
Rotifera	Lepadella ovalis	-
Rotifera	Lindia tecusa	-
Rotifera	Lophocharis oxysternon	-
Rotifera	Cephalodella catellina	-
Rotifera	Notommata glyphura	-
Rotifera	Proales oculata	-
Rotifera	Proales paguri	-
Rotifera	Proales reinhardti	-
Rotifera	Proales theodora	-
Rotifera	Synchaeta grimpei	-
Rotifera	Synchaeta pectinata	-
Rotifera	Synchaeta tremula	-
Rotifera	Trichocerca marina	-
Rotifera	Trichocerca porcellus	-
Rotifera	Trichocerca similis	x
Rotifera	Trichotria tetractis	x
Sipuncula	Phascolosoma capitatum	-
Sipuncula	Phascolosoma nigrescens	-
Sipuncula	Golfingia elongata	-
Sipuncula	Golfingia margaritacea	x
Sipuncula	Golfingia vulgaris	-
Sipuncula	Nephasoma eremita	-
Sipuncula	Nephasoma minutum	-
Sipuncula	Thysanocardia procera	-
Sipuncula	Onchnesoma squamatum	-
Sipuncula	Onchnesoma steenstrupii	-
Sipuncula	Phascolion strombus	-
Sipuncula	Phascolion tuberculosum	-
Sipuncula	Sipunculus nudus	x
Xenacoelomorpha	Conaperta flavibacillum	-
Xenacoelomorpha	Convoluta convoluta	-
Xenacoelomorpha	Symsagittifera roscoffensis	-
Xenacoelomorpha	Aphanostoma virescens	-
Xenacoelomorpha	Otocelis rubropunctata	-
Xenacoelomorpha	Paramecynostomum diversicolor	-
